id,title,description,thumbnail_url,video_url,duration,is_audio,created_ts,track_id,is_livestream,is_on_air,last_update_ts,stream_type,picture_url,author.id,author.name,author.avatar_url,author.site_url,author.is_allowed_offline,pg_rating.age,pg_rating.logo,origin_type,preview_url,is_adult,is_club,is_classic,is_paid,product_id,publication_ts,hits,embed_url,category.id,category.category_url,category.name,feed_url,feed_name,is_official,is_licensed,html,is_reborn_channel,action_reason.id,action_reason.name,is_hidden,has_high_quality,is_deleted,source_url,rutube_poster,pepper,is_original_content,kind_sign_for_user,is_original_sticker_2x2
d5d94deeb7d897066a48d2b80f821765,"Ярче звёзд, 3 сезон, 6 выпуск","Третий сезон музыкального шоу перевоплощений: в каждом выпуске четыре команды представят разные образы одного и того же исполнителя, показывая все грани таланта — своего и кумира. Лучшая команда получит 300 000 рублей. А вести шоу будет король перевоплощений Тимур Родригез.",https://pic.rutubelist.ru/video/2025-11-08/5c/f6/5cf6ef85fc28b5b1e16fb4d2d5258f0d.jpg,https://rutube.ru/video/d5d94deeb7d897066a48d2b80f821765/,5308,False,2025-11-08T16:50:05,438009573,False,False,2025-11-08T23:00:15,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,16,https://pic.rutubelist.ru/agerestriction/cd/11/cd11b4032ef20a16fac6177c6f1e4bed.png,rtb,https://preview.rutube.ru/preview/d5d94deeb7d897066a48d2b80f821765.webp?exp=1762773728&s=3GpPvxdrthlKqKbeMf4bpA,False,False,True,False,,2025-11-08T23:00:15,155988,https://rutube.ru/play/embed/d5d94deeb7d897066a48d2b80f821765,43,https://rutube.ru/video/category/43/,Телепередачи,https://rutube.ru/metainfo/tv/327033/,Ярче звезд,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/d5d94deeb7d897066a48d2b80f821765"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/d5d94deeb7d897066a48d2b80f821765/,,,False,False,False
7a96eadf8b978b5579e781ed263e59a4,"Экстрасенсы. Битва сильнейших, 2 сезон, 26 выпуск","Главная интрига сезона — появление двух новых участников, имена которых до эфира строго держатся в секрете. Известно лишь одно: оба — титулованные маги, которых зрители хорошо помнят. Один из них — победитель, другой — финалист прошлых сезонов. Их возвращение обещает встряхнуть проект и изменить расстановку сил. В назначенное время в назначенном месте девять сильнейших экстрасенсов соберутся, чтобы начать битву за «золотую руку».",https://pic.rutubelist.ru/video/2025-11-08/57/33/57331ec4c019fbc780cc51f3f255df8b.jpg,https://rutube.ru/video/7a96eadf8b978b5579e781ed263e59a4/,6962,False,2025-11-08T15:00:07,438001161,False,False,2025-11-08T21:00:15,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,16,https://pic.rutubelist.ru/agerestriction/cd/11/cd11b4032ef20a16fac6177c6f1e4bed.png,rtb,https://preview.rutube.ru/preview/7a96eadf8b978b5579e781ed263e59a4.webp?exp=1762773728&s=g0_kgeXKUD0ekvOCbmT2RQ,False,False,True,False,,2025-11-08T21:00:15,1533136,https://rutube.ru/play/embed/7a96eadf8b978b5579e781ed263e59a4,43,https://rutube.ru/video/category/43/,Телепередачи,https://rutube.ru/metainfo/tv/7292/,Экстрасенсы. Битва сильнейших,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/7a96eadf8b978b5579e781ed263e59a4"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/7a96eadf8b978b5579e781ed263e59a4/,,,False,False,False
142247fe4647ecf4eca361724083e891,"Утро ТНТ, 7 ноября 2025. Гость программы — Марьяна Романова","«Утро. ТНТ» — это свежий взгляд на начало дня. Главные события, полезные лайфхаки и заряд позитива от харизматичных ведущих.",https://pic.rutubelist.ru/video/2025-11-07/c5/71/c571f47f2c94881ed899c37e540f9e7e.jpg,https://rutube.ru/video/142247fe4647ecf4eca361724083e891/,2486,False,2025-11-07T10:00:06,437896188,False,False,2025-11-07T10:31:08,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,16,https://pic.rutubelist.ru/agerestriction/cd/11/cd11b4032ef20a16fac6177c6f1e4bed.png,rtb,https://preview.rutube.ru/preview/142247fe4647ecf4eca361724083e891.webp?exp=1762773728&s=OL_WbtX_LmYqA7wrJzXb9w,False,False,True,False,22,2025-11-07T10:09:05,51120,https://rutube.ru/play/embed/142247fe4647ecf4eca361724083e891,43,https://rutube.ru/video/category/43/,Телепередачи,https://rutube.ru/metainfo/tv/408400/,УТРО ТНТ,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/142247fe4647ecf4eca361724083e891"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/142247fe4647ecf4eca361724083e891/,,,False,False,False
a040de4d069623604cd1376a17c1e5f9,"Утро ТНТ, 6 ноября 2025. Гость программы — Мари Краймбрери","Телеканал ТНТ переосмыслил утреннее шоу. Здесь вас ждут не только новости и советы, но и атмосфера, с которой хочется просыпаться.",https://pic.rutubelist.ru/video/2025-11-06/e2/93/e293e214d89055b5331c48263b744a6a.jpg,https://rutube.ru/video/a040de4d069623604cd1376a17c1e5f9/,2866,False,2025-11-05T23:20:05,437794703,False,False,2025-11-06T08:26:46,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,16,https://pic.rutubelist.ru/agerestriction/cd/11/cd11b4032ef20a16fac6177c6f1e4bed.png,rtb,https://preview.rutube.ru/preview/a040de4d069623604cd1376a17c1e5f9.webp?exp=1762773728&s=rdHLBTCc6GmY_x7M6lne8Q,False,False,True,False,22,2025-11-06T05:50:06,156249,https://rutube.ru/play/embed/a040de4d069623604cd1376a17c1e5f9,43,https://rutube.ru/video/category/43/,Телепередачи,https://rutube.ru/metainfo/tv/408400/,УТРО ТНТ,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/a040de4d069623604cd1376a17c1e5f9"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/a040de4d069623604cd1376a17c1e5f9/,,,False,False,False
03db4f488fb9aa40450276a75c0ff226,Алиса в стране чудес,,https://pic.rutubelist.ru/video/2025-11-05/e4/23/e423c4232c9a8d53f5e1877df6adf2f7.jpg,https://rutube.ru/video/03db4f488fb9aa40450276a75c0ff226/,13,False,2025-11-05T16:33:16,437764375,False,False,2025-11-05T17:33:39,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,12,https://pic.rutubelist.ru/agerestriction/99/0e/990e87f25d8689833de24c0eb7eaec81.png,rtb,https://preview.rutube.ru/preview/03db4f488fb9aa40450276a75c0ff226.webp?exp=1762773728&s=alAx4UNDv6DKB3oSvK7CZg,False,False,True,False,22,2025-11-05T17:33:38,4282,https://rutube.ru/play/embed/03db4f488fb9aa40450276a75c0ff226,4,https://rutube.ru/video/category/4/,Фильмы,https://rutube.ru/video/person/23463954/,Телеканал ТНТ,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/03db4f488fb9aa40450276a75c0ff226"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/03db4f488fb9aa40450276a75c0ff226/,,,False,False,False
65485c8aa48fee13e56781febdd012ba,"Comedy Club: Ссора в стиле минимал | Алексей Шальнов, Константин Бутусов","Вот так выглядят разговоры после долгих лет брака!

Смотри шоу #ComedyClub по пятницам в 21:00 на #ТНТ!

Производство: Comedy Club Production

ТЕЛЕКАНАЛ ТНТ в соцсетях:
Rutube: https://rutube.ru/u/tnt/
ВКонтакте: https://vk.com/tnt
Телеграм: https://t.me/TNT_television
Одноклассники: https://ok.ru/tnt

Comedy Club в соц. сетях:
Rutube: https://rutube.ru/metainfo/tv/10/
Телеграм: https://t.me/comedyclubru
ВКонтакте: https://vk.com/comedyclubru
Одноклассники: https://ok.ru/comedyclubru",https://pic.rutubelist.ru/video/2025-11-01/f8/67/f86740b0ff876bdf9f597455d14a4b65.jpg,https://rutube.ru/video/65485c8aa48fee13e56781febdd012ba/,358,False,2025-11-01T18:25:00,437462659,False,False,2025-11-05T11:01:05,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,12,https://pic.rutubelist.ru/agerestriction/99/0e/990e87f25d8689833de24c0eb7eaec81.png,rtb,https://preview.rutube.ru/preview/65485c8aa48fee13e56781febdd012ba.webp?exp=1762773728&s=xgob8lY7ZGqhkQ6PeelPaA,False,False,True,False,39,2025-11-05T11:01:05,14492,https://rutube.ru/play/embed/65485c8aa48fee13e56781febdd012ba,19,https://rutube.ru/video/category/19/,Юмор,https://rutube.ru/video/person/23463954/,Телеканал ТНТ,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/65485c8aa48fee13e56781febdd012ba"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/65485c8aa48fee13e56781febdd012ba/,,,False,False,False
170c76577dacbdb9a81f850430eefd7b,"Иванушки International о сталкинге, девушке в группе и юбилейных концертах",Эксклюзивное интервью,https://pic.rutubelist.ru/video/2025-11-05/40/fa/40fa11b11878e36c2c18743cb7d61058.jpg,https://rutube.ru/video/170c76577dacbdb9a81f850430eefd7b/,2016,False,2025-11-04T22:55:15,437712269,False,False,2025-11-05T10:33:23,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,16,https://pic.rutubelist.ru/agerestriction/cd/11/cd11b4032ef20a16fac6177c6f1e4bed.png,rtb,https://preview.rutube.ru/preview/170c76577dacbdb9a81f850430eefd7b.webp?exp=1762773728&s=D9SjHEuHP_iNOWi-YxxV0Q,False,False,True,False,22,2025-11-05T05:50:06,29205,https://rutube.ru/play/embed/170c76577dacbdb9a81f850430eefd7b,43,https://rutube.ru/video/category/43/,Телепередачи,https://rutube.ru/metainfo/tv/408400/,УТРО ТНТ,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/170c76577dacbdb9a81f850430eefd7b"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/170c76577dacbdb9a81f850430eefd7b/,,,False,False,False
2d5e185882f8e987033c6bd840cc206a,"Утро ТНТ, 5 ноября 2025. Гости программы — Иванушки International","«Утро. ТНТ» — это бодрый старт дня с актуальными темами, звёздными гостями и яркими рубриками.Вместо скучных сводок — живое общение и тренды, которые действительно волнуют.",https://pic.rutubelist.ru/video/2025-11-05/50/9d/509d5a18105e745477bb5b3b29bdc580.jpg,https://rutube.ru/video/2d5e185882f8e987033c6bd840cc206a/,2563,False,2025-11-04T22:50:05,437711979,False,False,2025-11-05T05:50:06,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,16,https://pic.rutubelist.ru/agerestriction/cd/11/cd11b4032ef20a16fac6177c6f1e4bed.png,rtb,https://preview.rutube.ru/preview/2d5e185882f8e987033c6bd840cc206a.webp?exp=1762773728&s=SSuq15r7GeuHcG7LBE2BdA,False,False,True,False,22,2025-11-05T05:50:06,13875,https://rutube.ru/play/embed/2d5e185882f8e987033c6bd840cc206a,43,https://rutube.ru/video/category/43/,Телепередачи,https://rutube.ru/metainfo/tv/408400/,УТРО ТНТ,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/2d5e185882f8e987033c6bd840cc206a"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/2d5e185882f8e987033c6bd840cc206a/,,,False,False,False
7b0f753816c7ee45f2da92e361588e3f,"ТИТАНЫ, 3 сезон, 7 выпуск","ТНТ продолжает показ 3 сезона самого масштабного спортивного шоу страны, где более 100 атлетов соревнуются за денежный приз и проходят серьезную проверку на физическую и психологическую прочность. В новом сезоне – громкие возвращения, неожиданные испытания и впечатляющие декорации.",https://pic.rutubelist.ru/video/2025-11-02/84/e3/84e33496d0444cbbd00b7799c9565c97.jpg,https://rutube.ru/video/7b0f753816c7ee45f2da92e361588e3f/,7867,False,2025-11-02T17:50:08,437531893,False,False,2025-11-02T23:35:07,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,16,https://pic.rutubelist.ru/agerestriction/cd/11/cd11b4032ef20a16fac6177c6f1e4bed.png,rtb,https://preview.rutube.ru/preview/7b0f753816c7ee45f2da92e361588e3f.webp?exp=1762773728&s=0w5-RC4K93AAEJGnRcON-w,False,False,True,False,,2025-11-02T23:35:07,1629561,https://rutube.ru/play/embed/7b0f753816c7ee45f2da92e361588e3f,43,https://rutube.ru/video/category/43/,Телепередачи,https://rutube.ru/metainfo/tv/405933/,Титаны,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/7b0f753816c7ee45f2da92e361588e3f"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/7b0f753816c7ee45f2da92e361588e3f/,,,False,False,False
fc24c9dc6b9674126466ebed55f48179,"Звёзды в джунглях, 2 сезон, 6 выпуск","Лекарственный шампунь Низорал® с 2% кетоконазолом не просто смывает перхоть, а помогает устранить основную причину ее появления — грибок. https://clck.ru/3PuWdT

Звёзды российского шоу-бизнеса снова жаждут еды и победы. Кто пройдёт джунгли до конца, а кто застрянет в зарослях интриг? На берегу Карибского моря они остаются без еды, добывают монеты на суровых испытаниях и решают — копить миллионы или менять их на дорогущую еду. Каждое голосование — новые интриги и риск вылета. В конце останется только один, и он заберёт весь накопленный приз!",https://pic.rutubelist.ru/video/2025-11-02/26/24/2624901d915c624a7ceb762b80f869d4.jpg,https://rutube.ru/video/fc24c9dc6b9674126466ebed55f48179/,8024,False,2025-11-02T16:00:10,437523372,False,False,2025-11-02T20:50:06,,,23463954,Телеканал ТНТ,https://pic.rutubelist.ru/user/7b/0e/7b0eff0bb0664dd72c544191a27bc615.jpg,https://rutube.ru/video/person/23463954/,False,16,https://pic.rutubelist.ru/agerestriction/cd/11/cd11b4032ef20a16fac6177c6f1e4bed.png,rtb,https://preview.rutube.ru/preview/fc24c9dc6b9674126466ebed55f48179.webp?exp=1762773728&s=conN8G7TYolCFSUX84soEQ,False,False,True,False,,2025-11-02T20:50:06,3020765,https://rutube.ru/play/embed/fc24c9dc6b9674126466ebed55f48179,43,https://rutube.ru/video/category/43/,Телепередачи,https://rutube.ru/metainfo/tv/42515/,Звёзды в джунглях,True,True,"<iframe width=""720"" height=""405"" src=""https://rutube.ru/play/embed/fc24c9dc6b9674126466ebed55f48179"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowfullscreen allow=""encrypted-media""></iframe>",False,0,,False,False,False,https://rutube.ru/video/fc24c9dc6b9674126466ebed55f48179/,,,False,False,False
